Study ID	Patient ID	Sample ID	Age	Annotation Source	Cancer Type	Cancer Type Detailed	Cell Line Source	Characteristics	DepMap ID	Disease Ontology	Doubling Time (hrs)	Doubling Time From Vendor	Ethnicity Category	Fraction Genome Altered	Freezing Medium	Genome Doublings	Geographic Distribution	Growth Medium	Hist Subtype 1	Hist Subtype 2	Hist Subtype 3	Histology	Life Stage	Lineage	Lineage Molecular Subtype	Lineage Sub-subtype	Lineage Subtype	Mutation Count	Mutation Rate	Name	Oncotree Code	Pathologist Annotation	Ploidy	Primary Tumor Site	Proteomics 10-Plex ID	Proteomics TMT label	Purity	Race Category	Number of Samples Per Patient	Sample Type	Sex	Site of Finding	Site Subtype 1	Site Subtype 2	Site Subtype 3	Subtype	Supplements	Tumor Break Load	TMB (nonsynonymous)	Tumor Type	Type Refined
ccle_broad_2019	HCC44_LUNG	HCC44_LUNG	54	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	DSMZ	Adhrent cells growing as monolayers; dt=30hrs	ACH-000667	lung_cancer	33	30	Caucasian	0.4706	10% DMSO	2	NA	RPMI-1640+10%FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	464	142.2243369	HCC-44	LUAD	Lung:NSCLC_Adeno	7.74	Lung	21	127c	1	Caucasian	1	Primary	Female	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	113	15.6	lung_NSC	lung_NSC
ccle_broad_2019	HCC461_LUNG	HCC461_LUNG	NA	NA	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	NA	NA	ACH-000339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	240	NA	NA	LUAD	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	8.06666666667	NA	NA
ccle_broad_2019	HCC515_LUNG	HCC515_LUNG	NA	NA	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	NA	NA	ACH-000872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	1093	NA	NA	LUAD	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	36.6333333333	NA	NA
ccle_broad_2019	HCC78_LUNG	HCC78_LUNG	65	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	DSMZ	Adhrent and aggregates; dt=60-70hrs	ACH-000562	lung_cancer	33	60-70 hrs	Caucasian	0.4054	10% DMSO	0	NA	RPMI-1640+10%FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	333	101.6889757	HCC-78	LUAD	Lung:NSCLC_Adeno	2.15	Lung	NA	NA	0.97	Caucasian	1	Metastasis	Male	pleura	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	11.1333333333	lung_NSC	lung_NSC
ccle_broad_2019	HCC827_LUNG	HCC827_LUNG	39	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	Adherent	ACH-000012	lung_cancer	117.6	NA	Caucasian	0.5552	5%DMSO	1	NA	RPMI-1640 10% FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	201	82.92654033	HCC827	LUAD	Lung:NSCLC_Adeno	2.74	Lung	10	126	1	Caucasian	1	Primary	Female	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	92	7.13333333333	lung_NSC	lung_NSC
ccle_broad_2019	HCC827GR5_LUNG	HCC827GR5_LUNG	NA	ACHILLES	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	NA	NA	ACH-000029	NA	NA	NA	Caucasian	NA	NA	NA	NA	NA	non_small_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	303	102.7949058	HCC827 GR5	LUAD	NA	NA	Lung	NA	NA	NA	NA	1	NA	NA	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	10.4	lung_NSC	lung_NSC
ccle_broad_2019	HCC95_LUNG	HCC95_LUNG	65	CCLE	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	KCLB	epithelial; monolayer	ACH-000454	lung_cancer	NA	NA	Caucasian	0.6685	NA	1	NA	RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%	squamous_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_squamous	NSCLC	241	115.3890534	HCC-95	LUSC	Lung:NSCLC_Squamous	2.55	Lung	11	127c	1	Caucasian	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	25mM Hepes and 25mM NaHCo3	214	8.23333333333	lung_NSC	lung_NSC
ccle_broad_2019	HLC1_LUNG	HLC1_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	NA	NA	ACH-001088	NA	NA	NA	Asian	0.4814	NA	1	NA	NA	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	NA	NA	HLC-1	LUAD	NA	2.36	Lung	NA	NA	0.99	NA	1	Primary	NA	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	NA	lung_NSC	lung_NSC
ccle_broad_2019	HLFA_FIBROBLAST	HLFA_FIBROBLAST	54	CCLE	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	GNF	Adherent Fibroblast	ACH-000797	NA	NA	NA	African_american	NA	5%DMSO	0	NA	EMEM+10%FBS	squamous_cell_carcinoma	NS	NS	Carcinoma	NA	fibroblast	NA	NA	fibroblast_lung	193	163.0529962	HLF-a	LUSC	Lung:NSCLC_Squamous	2	Lung	NA	NA	0.98	African_American	1	Primary	Female	NA	NS	NS	NS	Lung	NA	NA	6.6	liver	fibroblast_like
ccle_broad_2019	HOP62_LUNG	HOP62_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	Garraway Lab	Adherent	ACH-000861	NA	37.8	NA	Caucasian	0.5961	5% DMSO	NA	NA	RPMI-1640+ 5% FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	532	236.5238841	HOP-62	LUAD	Lung:NSCLC_Others	NA	Lung	NA	NA	NA	NA	1	Primary	NA	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	17.9666666667	lung_NSC	lung_NSC
ccle_broad_2019	HOP92_LUNG	HOP92_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Garraway Lab	Mix	ACH-000825	NA	122.2	NA	Caucasian	0.5254	5% DMSO	NA	NA	RPMI-1640+ 5% FBS	large_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NA	NSCLC	434	198.739234	HOP-92	NSCLC	Lung:NSCLC_Others	NA	Lung	NA	NA	NA	NA	1	Primary	NA	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), unspecified	NA	NA	14.4	lung_NSC	lung_NSC
ccle_broad_2019	IALM_LUNG	IALM_LUNG	68	CCLE	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	RIKEN	ADHERENT EPITHELIAL;	ACH-000672	NA	143.2	NA	Asian	0.6777	5% DMSO	1	japan	HAMSF10+ 10% FBS	large_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_large_cell	NSCLC	474	196.5950713	IA-LM	LCLC	Lung:NSCLC_Large_Cell	2.47	Lung	34	130c	1	Asian	1	Metastasis	Male	skin	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	NA	NA	15.7666666667	lung_NSC	lung_NSC
ccle_broad_2019	JHU028_LUNG	JHU028_LUNG	NA	NA	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	NA	NA	ACH-002337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	555	NA	NA	LUAD	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	18.8666666667	NA	NA
ccle_broad_2019	KNS62_LUNG	KNS62_LUNG	49	CCLE	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	ATCC	adherent	ACH-000858	NA	59.2	NA	Asian	0.9489	5% DMSO	1	NA	EMEM +20%FBS	squamous_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_squamous	NSCLC	550	223.1421586	KNS-62	LUSC	Lung:NSCLC_Squamous	2.62	Lung	NA	NA	1	NA	1	Metastasis	Male	NA	bronchus	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NA	103	18.6333333333	lung_NSC	lung_NSC
ccle_broad_2019	LC1F_LUNG	LC1F_LUNG	69	CCLE	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	RIKEN	Mixed cell line.	ACH-000705	lung_cancer	NA	NA	Asian	0.6114	5%DMSO	2	NA	RPMI-1640+10%FBS	squamous_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_squamous	NSCLC	548	196.9383482	LC-1F	LUSC	Lung:NSCLC_Squamous	7.51	Lung	NA	NA	0.96	Asian	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NA	214	18.6333333333	lung_NSC	lung_NSC
ccle_broad_2019	LC1SQ_LUNG	LC1SQ_LUNG	NA	NA	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	NA	NA	ACH-002156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NSCLC_squamous	NSCLC	459	NA	NA	LUSC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NA	NA	15.4666666667	NA	lung_NSC
ccle_broad_2019	LC1SQSF_LUNG	LC1SQSF_LUNG	69	CCLE	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	RIKEN	adherenet	ACH-001113	NA	126.9	NA	Asian	0.7912	5% DMSO	2	japan	RPMI-F12 (1:1) +10% FBS	squamous_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_squamous	NSCLC	478	NA	LC-1/sq-SF	LUSC	NA	7.44	Lung	NA	NA	1	Asian	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NA	NA	16.0	lung_NSC	lung_NSC
ccle_broad_2019	LC2AD_LUNG	LC2AD_LUNG	NA	NA	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	NA	NA	ACH-002157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	341	NA	NA	LUAD	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	11.3666666667	NA	lung_NSC
ccle_broad_2019	LCLC103H_LUNG	LCLC103H_LUNG	61	CCLE	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	DSMZ	pleomorphic, gigantic, adherent cells growing as monolayer	ACH-000627	NA	NA	~  40 hrs	Caucasian	0.4565	NA	1	NA	90% RPMI 1640 +10%  h. i. FBS	large_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_large_cell	NSCLC	419	133.4069632	LCLC-103H	LCLC	Lung:NSCLC_Large_Cell	2.38	Lung	19	127n	0.99	Caucasian	1	Metastasis	Male	pleura	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	NA	NA	14.0666666667	lung_NSC	lung_NSC
ccle_broad_2019	LCLC97TM1_LUNG	LCLC97TM1_LUNG	44	CCLE	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	DSMZ	adherent epitheloid cells densely packed in islets,growing as monolayers	ACH-000596	NA	NA	> 50 hrs	Caucasian	0.4847	NA	1	NA	80% RPMI 1640 + 20% h. i. FBS	large_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_large_cell	NSCLC	415	147.9145815	LCLC-97TM1	LCLC	Lung:NSCLC_Large_Cell	2.9	Lung	NA	NA	0.94	Caucasian	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	NA	NA	14.0666666667	lung_NSC	lung_NSC
ccle_broad_2019	LK2_LUNG	LK2_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	RIKEN	EPITHELIAL-LIKE ADHERENT CELLS	ACH-000769	lung_cancer	71	NA	Asian	0.7373	5%DMSO	0	NA	RPMI-1640+10%FBS	squamous_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_squamous	NSCLC	426	191.7691364	LK-2	LUSC	Lung:NSCLC_Squamous	1.2	Lung	11	128c	1	NA	1	Primary	NA	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NA	1277	14.3666666667	lung_NSC	lung_NSC
ccle_broad_2019	LOUNH91_LUNG	LOUNH91_LUNG	64	CCLE	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	DSMZ	ADHERENT OVOID TO EPITHELOID CELLS GROWING IN MONOLAYERS	ACH-000176	Lung Cancer	101.6	NA	Caucasian	0.2166	5%DMSO	1	NA	RPMI-1640 + 20% FBS	squamous_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_squamous	NSCLC	191	91.72271944	LOU-NH91	LUSC	Lung:NSCLC_Squamous	2.16	Lung	NA	NA	1	NA	1	Primary	Female	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	2mM L-GLUTAMINE	NA	6.5	lung_NSC	lung_NSC
ccle_broad_2019	LU65_LUNG	LU65_LUNG	64	CCLE	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	JCRB	Lymphocyte like with partially attached cells	ACH-000438	lung_cancer	NA	NA	Asian	0.3708	5% DMSO	1	NA	RPMI 1640+10%FBS	non_small_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_large_cell	NSCLC	325	139.7910668	LU65	LCLC	Lung:NSCLC_Large_Cell	2.35	Lung	22	128n	1	Asian	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	NA	NA	10.9333333333	lung_NSC	lung_NSC
ccle_broad_2019	LU99_LUNG	LU99_LUNG	63	CCLE	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	HSRRB	Adherent	ACH-000444	NA	40.4	NA	Asian	0.9152	5% DMSO	1	NA	RPMI 1640 +10% FBS	large_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_large_cell	NSCLC	364	165.0898898	LU99	LCLC	Lung:NSCLC_Large_Cell	2.71	Lung	NA	NA	0.99	Asian	1	Metastasis	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	NA	185	12.1	lung_NSC	lung_NSC
ccle_broad_2019	LU99A_LUNG	LU99A_LUNG	NA	NA	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	NA	NA	ACH-002158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NSCLC_large_cell	NSCLC	NA	NA	NA	LCLC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	NA	NA	NA	NA	NA
ccle_broad_2019	LUDLU1_LUNG	LUDLU1_LUNG	72	CCLE	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	ECAAC	epithelial, adherent	ACH-000390	NA	120.7	NA	Caucasian	0.7730	5% DMSO	0	NA	RPMI-1640+10% FBS	squamous_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_squamous	NSCLC	235	108.9028042	LUDLU-1	LUSC	Lung:NSCLC_Squamous	1.82	Lung	9	127n	1	Caucasian	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NA	NA	7.96666666667	lung_NSC	lung_NSC
ccle_broad_2019	LXF289_LUNG	LXF289_LUNG	63	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	DSMZ	adherent epithelial-like growing as monolayer	ACH-000787	NA	63.2	50 hrs	Caucasian	0.4917	5%DMSO	1	NA	Hams F10+10% FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	523	187.3366314	LXF-289	LUAD	Lung:NSCLC_Adeno	3.11	Lung	31	128n	1	NA	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	17.6333333333	lung_NSC	lung_NSC
ccle_broad_2019	MORCPR_LUNG	MORCPR_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ECACC	aggregates in suspension	ACH-000851	Lung Cancer	NA	NA	Caucasian	0.8469	5%DMSO	0	NA	RPMI-1640+ 10%FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	714	232.8053039	MOR/CPR	LUAD	Lung:NSCLC_Adeno	1.16	Lung	NA	NA	1	NA	1	Primary	NA	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	2mM glutamine; 1ug/ml cisplatin	NA	23.6333333333	lung_NSC	lung_NSC
ccle_broad_2019	NCIH1155_LUNG	NCIH1155_LUNG	36	CCLE	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	ATCC	clusters in suspension	ACH-000980	NA	53	NA	Caucasian	0.1314	5% DMSO	1	NA	DMEM:F12	large_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_large_cell	NSCLC	2022	686.7647964	NCI-H1155	LCLC	Lung:NSCLC_Large_Cell	2.08	Lung	26	128n	1	Caucasian	1	Metastasis	Male	lymph_node	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	plethora; see sheet	NA	67.4666666667	lung_NSC	lung_NSC
ccle_broad_2019	NCIH1299_LUNG	NCIH1299_LUNG	43	CCLE	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	ATCC	Adherent	ACH-000510	lung_cancer	47.4	NA	Caucasian	0.6420	5% DMSO	1	NA	RPMI-1640+10%FBS	non_small_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_large_cell	NSCLC	464	136.1844623	NCI-H1299	LCLC	Lung:NSCLC_Others	2.62	Lung	6	129n	1	Caucasian	1	Metastasis	Male	lymph_node	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	NA	230	15.5333333333	lung_NSC	lung_NSC
ccle_broad_2019	NCIH1355_LUNG	NCIH1355_LUNG	53	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	Adherent	ACH-000666	NA	157.4	NA	Caucasian	0.5402	5% DMSO	1	NA	DMEM/F12(1:1) +10 % FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	428	137.1709772	NCI-H1355	LUAD	Lung:NSCLC_Adeno	2.4	Lung	18	128n	1	Caucasian	1	Metastasis	Male	pleura	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	.02 mg/ml insulin, .01 mg/ml transferrin, 25nM sodium selenite, 50 nM hydrocortisone, 2 mM L-glutamine, 0.5 sodium pyruvate, 1ng/mL EGF	85	14.5	lung_NSC	lung_NSC
ccle_broad_2019	NCIH1373_LUNG	NCIH1373_LUNG	56	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	adherent	ACH-000845	NA	46.3	NA	African_american	0.6181	5%DMSO	1	NA	RPMI 1640 +10% FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	760	NA	NCI-H1373	LUAD	Lung:NSCLC_Adeno	2.87	Lung	NA	NA	1	African_American	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	25.3333333333	lung_NSC	lung_NSC
ccle_broad_2019	NCIH1385_LUNG	NCIH1385_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	NA	NA	ACH-000737	NA	NA	NA	African_american	0.9452	NA	1	NA	NA	squamous_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_squamous	NSCLC	315	154.6284895	NCI-H1385	LUSC	Lung:NSCLC_Squamous	2.69	Lung	NA	NA	0.99	NA	1	Metastasis	NA	lymph_node	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NA	NA	10.4666666667	lung_NSC	lung_NSC
ccle_broad_2019	NCIH1395_LUNG	NCIH1395_LUNG	55	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	adherent	ACH-000327	lung_cancer	94.2	NA	Caucasian	0.7259	5% DMSO	1	NA	RPMI+10%FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	294	93.0620724	NCI-H1395	LUAD	Lung:NSCLC_Adeno	2.73	Lung	NA	NA	0.97	Caucasian	1	Primary	Female	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	9.86666666667	lung_NSC	lung_NSC
ccle_broad_2019	NCIH1435_LUNG	NCIH1435_LUNG	35	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	Adherent, single cells loosely attached	ACH-000852	NA	81.4	NA	Caucasian	0.6096	5%DMSO	0	NA	RPMI 1640+10%FBS	non_small_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	1025	227.3039762	NCI-H1435	LUAD	Lung:NSCLC_Adeno	1.87	Lung	15	127c	1	NA	1	Primary	Female	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	150	34.5333333333	lung_NSC	lung_NSC
ccle_broad_2019	NCIH1437_LUNG	NCIH1437_LUNG	6	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	Adherent	ACH-000589	lung_cancer	48.6	NA	Caucasian	0.6445	5% DMSO	1	NA	RPMI+10%FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	386	126.2080661	NCI-H1437	LUAD	Lung:NSCLC_Adeno	2.89	Lung	18	128c	1	Caucasian	1	Metastasis	Male	pleura	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	90	13.0666666667	lung_NSC	lung_NSC
ccle_broad_2019	NCIH1563_LUNG	NCIH1563_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	adherent	ACH-000892	NA	165.5	NA	Caucasian	0.5419	5% DMSO	1	NA	RPMI+10%FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	581	272.0403023	NCI-H1563	LUAD	Lung:NSCLC_Adeno	3.87	Lung	NA	NA	1	NA	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	19.6	lung_NSC	lung_NSC
ccle_broad_2019	NCIH1568_LUNG	NCIH1568_LUNG	48	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	adherent	ACH-000869	NA	67	NA	Caucasian	0.8206	5% DMSO	1	NA	RPMI+10%FBS	non_small_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	844	238.7618945	NCI-H1568	LUAD	Lung:NSCLC_Adeno	2.59	Lung	15	128n	1	Caucasian	1	Metastasis	Female	lymph_node	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	28.4	lung_NSC	lung_NSC
ccle_broad_2019	NCIH1573_LUNG	NCIH1573_LUNG	35	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	Adherent	ACH-000916	NA	118.2	NA	Caucasian	0.8552	5% DMSO	0	NA	DMEM/F12(1:1) +10 % FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	1567	337.2852014	NCI-H1573	LUAD	Lung:NSCLC_Adeno	1.71	Lung	12	126	1	Caucasian	1	Metastasis	Female	soft_tissue	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	.02 mg/ml insulin, .01 mg/ml transferrin, 25nM sodium selenite, 1ng/mL EGF,  50 nM hydrocortisone, 2 mM L-glutamine, 0.5 sodium pyruvate	NA	52.3333333333	lung_NSC	lung_NSC
ccle_broad_2019	NCIH1581_LUNG	NCIH1581_LUNG	44	CCLE	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	ATCC	Mixed	ACH-000015	NA	34.1	NA	Caucasian	0.8657	5% DMSO	0	NA	DMEM:F12	large_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_large_cell	NSCLC	290	105.484781	NCI-H1581	LCLC	Lung:NSCLC_Large_Cell	1.66	Lung	14	127c	1	Caucasian	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	plethora; see sheet	NA	9.9	lung_NSC	lung_NSC
