Study ID	Patient ID	Sample ID	Age	Annotation Source	Cancer Type	Cancer Type Detailed	Cell Line Source	Characteristics	DepMap ID	Disease Ontology	Doubling Time (hrs)	Doubling Time From Vendor	Ethnicity Category	Fraction Genome Altered	Freezing Medium	Genome Doublings	Geographic Distribution	Growth Medium	Hist Subtype 1	Hist Subtype 2	Hist Subtype 3	Histology	Life Stage	Lineage	Lineage Molecular Subtype	Lineage Sub-subtype	Lineage Subtype	Mutation Count	Mutation Rate	Name	Oncotree Code	Pathologist Annotation	Ploidy	Primary Tumor Site	Proteomics 10-Plex ID	Proteomics TMT label	Purity	Race Category	Number of Samples Per Patient	Sample Type	Sex	Site of Finding	Site Subtype 1	Site Subtype 2	Site Subtype 3	Subtype	Supplements	Tumor Break Load	TMB (nonsynonymous)	Tumor Type	Type Refined
ccle_broad_2019	NCIH2342_LUNG	NCIH2342_LUNG	55	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	mix	ACH-000951	NA	324.8	NA	Caucasian	0.6101	5 % DMSO	2	NA	DMEM:F12(1:1) + 10%FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	2226	508.1042285	NCI-H2342	LUAD	Lung:NSCLC_Adeno	4.55	Lung	NA	NA	1	Caucasian	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	.005 mg/ml insulin, .01 mg/ml transferrin, 30nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol,  2 mM L-glutamine	NA	74.5666666667	lung_NSC	lung_NSC
ccle_broad_2019	NCIH2347_LUNG	NCIH2347_LUNG	54	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	Mixed, majority adherent	ACH-000875	lung_cancer	181.8	NA	Caucasian	0.5220	5%DMSO	0	NA	RPMI 1640 +10% FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	916	250.704126	NCI-H2347	LUAD	Lung:NSCLC_Adeno	2.06	Lung	NA	NA	1	Caucasian	1	Primary	Female	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	30.5666666667	lung_NSC	lung_NSC
ccle_broad_2019	NCIH2405_LUNG	NCIH2405_LUNG	47	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	NA	NA	ACH-000121	NA	NA	NA	Caucasian	0.3309	NA	0	NA	NA	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	179	99.09336648	NCI-H2405	LUAD	Lung:NSCLC_Adeno	1.9	Lung	NA	NA	1	Caucasian	1	Metastasis	Male	ascites	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	6.0	lung_NSC	lung_NSC
ccle_broad_2019	NCIH2444_LUNG	NCIH2444_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	ATCC	Adherent	ACH-000186	NA	116	NA	Caucasian	0.5208	5%DMSO	0	NA	RPMI-1640+10% FBS	non_small_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NA	NSCLC	241	84.93713188	NCI-H2444	NSCLC	Lung:NSCLC_Others	1.53	Lung	NA	NA	1	NA	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), unspecified	NA	NA	8.16666666667	lung_NSC	lung_NSC
ccle_broad_2019	NCIH2882_LUNG	NCIH2882_LUNG	NA	NA	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	NA	NA	ACH-000700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NSCLC_squamous	NSCLC	466	NA	NA	LUSC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NA	NA	15.5333333333	NA	NA
ccle_broad_2019	NCIH2887_LUNG	NCIH2887_LUNG	NA	NA	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	NA	NA	ACH-000251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NA	NSCLC	200	NA	NA	NSCLC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Non-Small Cell Lung Cancer (NSCLC), unspecified	NA	NA	6.73333333333	NA	NA
ccle_broad_2019	NCIH292_LUNG	NCIH292_LUNG	32	CCLE	Non-Small Cell Lung Cancer	Mucoepidermoid Carcinoma of the Lung	NIBRI	NA	ACH-001075	NA	NA	NA	African_american	0.1954	NA	0	NA	NA	mucoepidermoid_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_mucoepidermoid	NSCLC	270	117.719142	NCI-H292	LUMEC	Lung:Others	2.1	Lung	36	128c	0.99	African_American	1	Metastasis	Female	lymph_node	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Mucoepidermoid Carcinoma	NA	NA	9.26666666667	lung_NSC	lung_NSC
ccle_broad_2019	NCIH3122_LUNG	NCIH3122_LUNG	NA	NA	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	NA	NA	ACH-000337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	326	NA	NA	LUAD	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	10.8333333333	NA	lung_NSC
ccle_broad_2019	NCIH322_LUNG	NCIH322_LUNG	52	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	EACC	Adherent	ACH-000837	lung_cancer	60.7	NA	Caucasian	0.4158	NA	1	NA	RPMI1640+10%FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	649	207.8568338	NCI-H322	LUAD	Lung:NSCLC_Adeno	2.38	Lung	NA	NA	1	Caucasian	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	2mM L-Glutamine	NA	21.6333333333	lung_NSC	lung_NSC
ccle_broad_2019	NCIH322M_LUNG	NCIH322M_LUNG	NA	NA	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	NA	NA	ACH-002172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	NA	NA	NA	LUAD	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	NA	NA	NA
ccle_broad_2019	NCIH3255_LUNG	NCIH3255_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	NIBRI	NA	ACH-000109	NA	NA	NA	Caucasian	0.5884	NA	2	NA	NA	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	266	87.00395836	NCI-H3255	LUAD	Lung:NSCLC_Adeno	6.75	Lung	13	128n	0.97	NA	1	Primary	NA	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	150	8.93333333333	lung_NSC	lung_NSC
ccle_broad_2019	NCIH358_LUNG	NCIH358_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	adherenet	ACH-000860	bronchioalveolar_carcinoma; non-small_cell lung_cancer	73.9	NA	Caucasian	0.5624	5%DMSO	1	NA	RPMI+10%FBS	bronchioloalveolar_adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	1231	218.724336	NCI-H358	LUAD	Lung:NSCLC_Adeno	3.46	Lung	6	126	0.98	NA	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	143	41.4666666667	lung_NSC	lung_NSC
ccle_broad_2019	NCIH441_LUNG	NCIH441_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	Adherent; DT=58hrs	ACH-000638	NA	279	58	Caucasian	0.6131	5% DMSO	1	NA	RPMI-1640+10%FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	580	131.3333424	NCI-H441	LUAD	Lung:NSCLC_Adeno	2.73	Lung	15	129n	1	NA	1	Metastasis	NA	pericardial_effusion	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	19.3666666667	lung_NSC	lung_NSC
ccle_broad_2019	NCIH460_LUNG	NCIH460_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	ATCC	Adherent	ACH-000463	large_cell_lung_cancer	25.5	NA	Caucasian	0.8784	5% DMSO	1	NA	RPMI-1640+10%FBS	large_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_large_cell	NSCLC	391	119.6353574	NCI-H460	LCLC	Lung:NSCLC_Large_Cell	2.54	Lung	22	128c	1	NA	1	Metastasis	Male	pleura	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	NA	97	13.2666666667	lung_NSC	lung_NSC
ccle_broad_2019	NCIH520_LUNG	NCIH520_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	ATCC	ADHERENT EPITHELIAL;	ACH-000395	NA	47.3	NA	Caucasian	0.6852	5%DMSO	1	NA	RPMI-1640+10% FBS	squamous_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_squamous	NSCLC	390	102.7445013	NCI-H520	LUSC	Lung:NSCLC_Squamous	2.6	Lung	10	128n	1	NA	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NA	204	13.2	lung_NSC	lung_NSC
ccle_broad_2019	NCIH522_LUNG	NCIH522_LUNG	60	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	GNF	NA	ACH-000343	lung_cancer	NA	NA	Caucasian	0.6484	NA	1	NA	NA	non_small_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	262	95.03061174	NCI-H522	LUAD	Lung:NSCLC_Adeno	2.42	Lung	22	129n	1	Caucasian	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	152	8.76666666667	lung_NSC	lung_NSC
ccle_broad_2019	NCIH596_LUNG	NCIH596_LUNG	73	CCLE	Non-Small Cell Lung Cancer	Lung Adenosquamous Carcinoma	ATCC	adherent	ACH-000628	NA	156.9	NA	Caucasian	0.5852	5% DMSO	1	NA	RPMI-1640+10% FBS	mixed_adenosquamous_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenosquamous	NSCLC	406	130.0234562	NCI-H596	LUAS	Lung:NSCLC_Adeno	3.1	Lung	NA	NA	1	Caucasian	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma	NA	101	13.7	lung_NSC	lung_NSC
ccle_broad_2019	NCIH647_LUNG	NCIH647_LUNG	56	CCLE	Non-Small Cell Lung Cancer	Lung Adenosquamous Carcinoma	ATCC	Adherent	ACH-000378	NA	68.6	NA	Caucasian	0.5329	5%DMSO	2	NA	RPMI-1640+10% FBS	mixed_adenosquamous_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenosquamous	NSCLC	345	113.2413473	NCI-H647	LUAS	Lung:NSCLC_Adeno	3.31	Lung	35	127c	1	Caucasian	1	Metastasis	Male	pleura	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma	NA	NA	11.5333333333	lung_NSC	lung_NSC
ccle_broad_2019	NCIH650_LUNG	NCIH650_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	Mixed cells	ACH-000945	NA	90.6	NA	Caucasian	0.5326	5% DMSO	2	NA	DMEM:F12	bronchioloalveolar_adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	2522	436.1001821	NCI-H650	LUAD	Lung:NSCLC_Adeno	4.62	Lung	30	130n	1	NA	1	Metastasis	Male	lymph_node	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	plethora; see sheet	228	84.7333333333	lung_NSC	lung_NSC
ccle_broad_2019	NCIH661_LUNG	NCIH661_LUNG	43	CCLE	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	ATCC	adherent	ACH-000853	large_cell_lung_cancer	59.5	NA	Caucasian	0.5742	5%DMSO	0	NA	RPMI 1640+10%FBS	large_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_large_cell	NSCLC	811	209.1259946	NCI-H661	LCLC	Lung:NSCLC_Large_Cell	1.35	Lung	17	129c	1	Caucasian	1	Metastasis	Male	lymph_node	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	NA	184	27.4666666667	lung_NSC	lung_NSC
ccle_broad_2019	NCIH720_LUNG	NCIH720_LUNG	NA	NA	Non-Small Cell Lung Cancer	Lung Carcinoid	NA	NA	ACH-002174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NA	lung_carcinoid	307	NA	NA	LUCA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Carcinoid	NA	NA	10.5333333333	NA	lung_NSC
ccle_broad_2019	NCIH727_LUNG	NCIH727_LUNG	65	CCLE	Non-Small Cell Lung Cancer	Lung Carcinoid	ATCC	adherent	ACH-000775	NA	65.6	NA	Caucasian	0.7677	5%DMSO	1	NA	RPMI 1640 +10% FBS	NS	NS	NS	Carcinoid-Endocrine_Tumour	NA	lung	NA	NA	lung_carcinoid	585	165.1770758	NCI-H727	LUCA	Endocrine	2.69	Lung	NA	NA	0.99	Caucasian	1	Primary	Female	NA	bronchus	NS	NS	Carcinoid	NA	NA	19.5666666667	other	other
ccle_broad_2019	NCIH810_LUNG	NCIH810_LUNG	51	CCLE	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	GNF	NA	ACH-000789	NA	NA	NA	African_american	0.8683	NA	1	NA	NA	large_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_large_cell	NSCLC	703	172.2500773	NCI-H810	LCLC	Lung:NSCLC_Large_Cell	2.62	Lung	NA	NA	1	African_American	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	NA	NA	23.5333333333	lung_NSC	lung_NSC
ccle_broad_2019	NCIH820_LUNG	NCIH820_LUNG	NA	NA	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	NA	NA	ACH-001140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	196	NA	NA	LUAD	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	6.6	NA	NA
ccle_broad_2019	NCIH835_LUNG	NCIH835_LUNG	NA	NA	Non-Small Cell Lung Cancer	Lung Carcinoid	NA	NA	ACH-002177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NA	lung_carcinoid	645	NA	NA	LUCA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Carcinoid	NA	NA	21.6333333333	NA	lung_NSC
ccle_broad_2019	NCIH838_LUNG	NCIH838_LUNG	59	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	Adherent	ACH-000416	NA	42.9	NA	Caucasian	0.3979	5% DMSO	1	NA	RPMI+10%FBS	non_small_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	520	111.3158979	NCI-H838	LUAD	Lung:NSCLC_Adeno	2.36	Lung	16	129n	1	Caucasian	1	Metastasis	Male	lymph_node	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	146	17.4333333333	lung_NSC	lung_NSC
ccle_broad_2019	NCIH854_LUNG	NCIH854_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	KCLB	suspention	ACH-000710	NA	NA	NA	Caucasian	0.6099	NA	1	NA	RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	195	158.1433375	NCI-H854	LUAD	Lung:NSCLC_Adeno	2.79	Lung	NA	NA	1	NA	1	Primary	NA	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	25mM Hepes and 25mM NaHCo3	NA	6.56666666667	lung_NSC	lung_NSC
ccle_broad_2019	PC14_LUNG	PC14_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	RIKEN	adherent	ACH-000030	lung_cancer	35.2966	NA	Asian	0.5574	5%DMSO	1	NA	RPMI+10%FBS	non_small_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	358	151.0705525	PC-14	LUAD	Lung:NSCLC_Others	3.33	Lung	5	126	1	Asian	1	Primary	NA	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	152	12.2	lung_NSC	lung_NSC
ccle_broad_2019	PC3JPC3_LUNG	PC3JPC3_LUNG	NA	NA	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	NA	NA	ACH-002184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	130	NA	NA	LUAD	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	4.5	NA	lung_NSC
ccle_broad_2019	PC9_LUNG	PC9_LUNG	NA	NA	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	NA	NA	ACH-000779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	722	NA	NA	LUAD	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	24.3	NA	lung_NSC
ccle_broad_2019	RERFLCAD1_LUNG	RERFLCAD1_LUNG	70	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	HSRRB	ADHERENT	ACH-000791	NA	194.7	NA	Asian	0.4711	5% DMSO	1	NA	RPMI-1640+10% FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	365	211.7713008	RERF-LC-Ad1	LUAD	Lung:NSCLC_Adeno	3.48	Lung	NA	NA	1	Asian	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	12.2666666667	lung_NSC	lung_NSC
ccle_broad_2019	RERFLCAD2_LUNG	RERFLCAD2_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	HSSRB	adherent epithelial-like	ACH-000774	NA	70.1	NA	Asian	0.6542	5% DMSO	1	NA	RPMI-1640+10% FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	331	215.9785902	RERF-LC-Ad2	LUAD	Lung:NSCLC_Adeno	2.82	Lung	NA	NA	1	Asian	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	10.9333333333	lung_NSC	lung_NSC
ccle_broad_2019	RERFLCAI_LUNG	RERFLCAI_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	RIKEN	EPITHELIAL-LIKE ADHERENT CELLS	ACH-000261	lung_cancer	51.3	NA	Asian	0.4028	5%DMSO	1	NA	MEM+10%FBS	squamous_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_squamous	NSCLC	164	124.6755319	RERF-LC-AI	LUSC	Lung:NSCLC_Squamous	2.37	Lung	NA	NA	1	NA	1	Primary	NA	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NA	NA	5.46666666667	lung_NSC	lung_NSC
ccle_broad_2019	RERFLCKJ_LUNG	RERFLCKJ_LUNG	78	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	HSSRB	adherent epithelial-like	ACH-000482	lung_cancer	56.5	53hrs	Asian	0.4915	5% DMSO	1	NA	RPMI-1640+10% FBS	non_small_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	349	161.3323387	RERF-LC-KJ	LUAD	Lung:NSCLC_Others	2.99	Lung	NA	NA	0.99	NA	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	11.7333333333	lung_NSC	lung_NSC
ccle_broad_2019	RERFLCMS_LUNG	RERFLCMS_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	JCRB	Adherent; dt=42.7 hrs	ACH-000062	lung_cancer	68.9	NA	Asian	0.3188	5% DMSO	1	NA	EMEM+10%FBS	non_small_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	230	105.6808319	RERF-LC-MS	LUAD	Lung:NSCLC_Others	2.48	Lung	1	129c	1	Asian	1	Primary	NA	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NEAA	84	7.9	lung_NSC	lung_NSC
ccle_broad_2019	RERFLCSQ1_LUNG	RERFLCSQ1_LUNG	74	CCLE	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	HSRRB	ADHERENT; 0.05% TRYPSIN	ACH-000442	Lung Cancer	NA	NA	Asian	0.5510	5%DMSO	1	NA	RPMI-1640 +10% FBS	squamous_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_squamous	NSCLC	283	150.1872136	RERF-LC-Sq1	LUSC	NA	2.78	Lung	16	130n	1	Asian	1	Primary	Female	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NA	NA	9.56666666667	lung_NSC	lung_NSC
ccle_broad_2019	SKLU1_LUNG	SKLU1_LUNG	60	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	Adherent	ACH-000309	NA	174.6	NA	Caucasian	0.6943	5% DMSO	2	NA	MEM+10%FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	535	72.9598821	SK-LU-1	LUAD	Lung:NSCLC_Adeno	4	Lung	42	126	1	Caucasian	1	Primary	Female	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	102	18.0	lung_NSC	lung_NSC
ccle_broad_2019	SKMES1_LUNG	SKMES1_LUNG	65	CCLE	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	NA	NA	ACH-000665	lung_cancer	NA	NA	Caucasian	0.7630	NA	1	NA	NA	squamous_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_squamous	NSCLC	541	148.3603289	SK-MES-1	LUSC	Lung:NSCLC_Squamous	2.64	Lung	NA	NA	1	Caucasian	1	Metastasis	Male	pleura	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NA	125	18.2	lung_NSC	lung_NSC
ccle_broad_2019	SQ1_LUNG	SQ1_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	RIKEN	NA	ACH-000553	Lung Cancer	63.9	NA	Asian	0.5868	5% DMSO	1	NA	RPMI-1640+10%FBS	squamous_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_squamous	NSCLC	441	166.3312692	Sq-1	LUSC	Lung:NSCLC_Squamous	3.04	Lung	14	129n	1	NA	1	Primary	NA	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NA	NA	14.6	lung_NSC	lung_NSC
ccle_broad_2019	SW1573_LUNG	SW1573_LUNG	44	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ATCC	Adherent epithelial	ACH-000677	lung_cancer	41.9	NA	Caucasian	0.6769	5%DMSO	1	NA	L15+10%FBS	squamous_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	303	122.6052624	SW 1573	LUAD	Lung:NSCLC_Squamous	3.48	Lung	33	127n	1	Caucasian	1	Primary	Female	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	10.3	lung_NSC	lung_NSC
ccle_broad_2019	SW900_LUNG	SW900_LUNG	53	CCLE	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	NA	Adherent epithelial	ACH-000669	NA	NA	NA	Caucasian	0.5544	5%DMSO	1	NA	L15+10%FBS	squamous_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_squamous	NSCLC	489	144.2755307	SW 900	LUSC	Lung:NSCLC_Squamous	2.72	Lung	NA	NA	1	Caucasian	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NA	129	16.7666666667	lung_NSC	lung_NSC
ccle_broad_2019	T3M10_LUNG	T3M10_LUNG	40	CCLE	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	GNF	NA	ACH-000813	NA	NA	NA	Asian	0.2714	NA	0	NA	NA	large_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_large_cell	NSCLC	414	235.9576427	T3M-10	LCLC	Lung:NSCLC_Large_Cell	1.9	Lung	NA	NA	1	Asian	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	NA	NA	13.9	lung_NSC	lung_NSC
ccle_broad_2019	UMC11_LUNG	UMC11_LUNG	NA	NA	Non-Small Cell Lung Cancer	Lung Carcinoid	NA	NA	ACH-001417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NA	lung_carcinoid	341	NA	NA	LUCA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Carcinoid	NA	NA	11.5	NA	lung_NSC
ccle_broad_2019	VMRCLCD_LUNG	VMRCLCD_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	HSRRB	MIX	ACH-001233	lung_cancer	NA	NA	Caucasian	0.6642	5% DMSO	1	NA	EMEM+10% FBS	adenocarcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_adenocarcinoma	NSCLC	724	NA	VMRC-LCD	LUAD	NA	2.44	Lung	NA	NA	1	NA	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	24.2333333333	lung_NSC	lung_NSC
ccle_broad_2019	VMRCLCP_LUNG	VMRCLCP_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	HSRRB	mixed cells	ACH-001234	NA	NA	NA	Caucasian	0.6681	5% DMSO	0	NA	EMEM+10% FBS	squamous_cell_carcinoma	NS	NS	Carcinoma	NA	lung	NA	NSCLC_squamous	NSCLC	41	NA	VMRC-LCP	LUSC	NA	1.8	Lung	NA	NA	1	NA	1	Primary	NA	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NEAA	NA	1.36666666667	lung_NSC	lung_NSC